310;100,7832;100,6366;97,22222;0;-0,1465988;8,515532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;746;0,01;0,01;1,24;0,03;0;0;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;
311;100,7832;100,8681;96,35416;0;8,488464E-02;8,568166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,7;746,1;0,01;0;1,24;0,03;0;0;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;
312;100,7832;101,0417;97,04861;0;0,2584991;8,500841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;746,1;0;0;1,24;0,03;0;0,02;0;0;0,02;0;0,01;0,02;0,02;0;0,02;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;
313;100,7832;100,3472;96,4699;0;-0,4359512;8,566939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;746,1;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0,01;0,01;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;
314;100,7832;100,8102;97,10648;0;2,701569E-02;8,521856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;746;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;
315;100,7832;100,7523;96,70139;0;-3,085327E-02;8,529853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,7;745,9;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;
316;100,7832;100,9838;96,93287;0;0,2006226;8,562676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0,01;0;1,24;0,03;0;0,01;0;0;0,03;0;0;0,01;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;
317;100,7832;101,0995;97,28009;0;0,3163681;8,568833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;746;0;0,01;1,24;0,03;0;0,02;0;0;0,02;0,01;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;
318;100,7832;100,9259;96,64352;0;0,1427536;8,602325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,7;745,9;0,01;0;1,25;0,03;0;0,01;0,01;0;0,01;0;0;0,02;0,02;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;
319;100,7832;100,7523;96,64352;0;-3,085327E-02;8,514276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,9;746;0;0;1,25;0,03;0;0,01;0;0;0,01;0,01;0,01;0,01;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;
320;100,7832;100,9259;97,04861;0;0,1427536;8,566911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;47;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0;0;1,26;0,03;0;0,01;0;0;0;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;
321;100,7832;101,0995;96,75925;0;0,3163681;8,518064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;48;47;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;721,7;745,9;0,01;0;1,24;0,02;0;0,02;0;0;0,02;0;0;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;
322;100,7832;100,463;97,62731;0;-0,3202057;8,525059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;746;0;0;1,24;0,03;0;0,01;0,01;0,01;0,02;0,01;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;
323;100,7832;100,2894;97,10648;0;-0,4938202;8,596083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0,01;0,01;1,24;0,03;0;0,01;0;0;0,02;0,01;0,01;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;
324;100,7832;101,2153;96,41203;0;0,432106;8,522578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0,01;0;1,24;0,02;0;0,02;0;0;0,02;0;0;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;
325;100,7832;100,4051;96,52778;0;-0,3780746;8,52673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;722;745,9;0,01;0,01;1,24;0,03;0;0,02;0;0;0,02;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;
326;100,7832;100,463;97,10648;0;-0,3202057;8,563147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,8;0,01;0,01;1,25;0,02;0;0,02;0;0;0,02;0,01;0,01;0,03;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;
327;100,7832;100,5787;96,70139;0;-0,2044678;8,576159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,8;0;0;1,25;0,03;0;0,01;0;0;0,02;0,01;0;0,03;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;
328;100,7832;100,5208;97,28009;0;-0,2623367;8,619766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0;0;1,24;0,03;0;0,01;0;0;0,01;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;
329;100,7832;100,9838;97,74305;0;0,2006226;8,546262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,9;745,9;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0;0;0,01;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;
330;100,7832;100,6366;96,58565;0;-0,1465988;8,601402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;48;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;722;745,8;0;0;1,24;0,03;0;0,02;0;0;0,02;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;
331;100,7832;100,6366;97,74305;0;-0,1465988;8,585491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;48;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0;0,01;1,25;0,02;0;0,01;0;0;0,01;0;0;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;
332;100,7832;100,3472;97,22222;0;-0,4359512;8,559802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0,01;0;1,24;0,02;0;0,01;0,01;0;0,01;0,01;0;0,02;0,01;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;
333;100,7832;101,0417;97,68518;0;0,2584991;8,572228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,9;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0;0;0,02;0,02;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;
334;100,7832;100,8681;97,68518;0;8,488464E-02;8,569442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,8;0,01;0,01;1,24;0,02;0;0;0,01;0;0,01;0;0,01;0,02;0,02;0,01;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;
335;100,7832;101,6204;97,74305;0;0,8371964;8,486994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,7;0,01;0;1,24;0,02;0;0;0;0;0,01;0,01;0,01;0,02;0,01;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;
336;100,7832;101,1574;97,33796;0;0,3742371;8,476433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,7;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;
337;100,7832;100,9838;97,33796;0;0,2006226;8,545033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,7;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0,01;0;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;
338;100,7832;101,0417;97,74305;0;0,2584991;8,614886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,7;0,01;0,01;1,24;0,03;0;0;0;0;0,02;0,01;0,01;0,01;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;
339;100,7832;100,6366;97,22222;0;-0,1465988;8,509618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,8;0,01;0;1,25;0,03;0;0;0;0;0,03;0,01;0;0,01;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;
340;100,7832;101,0417;97,62731;0;0,2584991;8,529485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;49;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,7;745,7;0,01;0;1,26;0,03;0;0,02;0;0;0,03;0;0;0,02;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;
341;100,7832;101,5625;97,68518;0;0,7793274;8,435166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,8;745,7;0,01;0;1,25;0,03;0;0;0;0;0,03;0;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;
342;100,7832;100,6366;97,28009;0;-0,1465988;8,571558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;49;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;721,7;745,7;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0,01;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;
343;100,7832;100,6366;97,22222;0;-0,1465988;8,590589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;722;745,6;0,01;0;1,23;0,03;0;0,02;0;0;0,01;0;0;0,02;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;
344;100,7832;100,8681;96,58565;0;8,488464E-02;8,560718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,24;0,02;0;0,01;0,01;0;0,01;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;
345;100,7832;101,1574;96,58565;0;0,3742371;8,546397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,02;0;1,24;0,03;0;0,02;0,01;0;0,02;0,02;0;0,02;0,03;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;
346;100,7832;100,5787;97,28009;0;-0,2044678;8,542188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,25;0,03;0;0,01;0,01;0;0,02;0;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;
347;100,7832;100,9259;96,41203;0;0,1427536;8,494096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0;0;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;
348;100,7832;101,5625;97,28009;0;0,7793274;8,432796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,7;745,6;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;
349;100,7832;100,8681;96,58565;0;8,488464E-02;8,575959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,23;0,03;0;0;0;0;0,01;0;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549;
350;100,7832;100,7523;96,75925;0;-3,085327E-02;8,566735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,6;0,01;0;1,24;0,03;0;0,01;0,01;0;0,02;0;0;0,02;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;
351;100,7832;100,463;97,10648;0;-0,3202057;8,55141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;50;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,23;0,03;0;0,01;0;0;0,02;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;
352;100,7832;100,5787;96,64352;0;-0,2044678;8,485847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;51;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;
353;100,7832;100,5787;97,56944;0;-0,2044678;8,530873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;51;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,24;0,02;0;0,01;0;0;0,01;0;0;0,02;0,01;0;0,02;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;
354;100,7832;100,9259;96,99074;0;0,1427536;8,484286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;51;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,24;0,02;0;0;0,01;0;0,01;0,01;0;0,01;0,01;0;0,03;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599;
355;100,7832;100,9838;97,10648;0;0,2006226;8,503814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;51;51;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;721,9;745,4;0;0;1,25;0,03;0;0,01;0,01;0;0,02;0;0,01;0,02;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;
356;100,7832;100,5208;96,70139;0;-0,2623367;8,570077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;51;51;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;721,8;745,5;0,01;0;1,24;0,02;0;0,01;0;0;0,02;0,01;0;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;
